REGISTRO_ANIMAL rgd_pai rgd_mae idade_des classe_mae GCDES contagemGC peso_nasc pd_aj conformacao_des precocidade_des musculosidade_des umbigo_des sexo safra GM_DES faz datanas id_mae
B2223 RMS50 GO050189 220 4 M2009G03 35 29,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 24/8/2009 49
B2224 BIO199 BM1424 220 5 F2009G03 42 30,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 24/8/2009 96
B2225 BIO199 Z0367 220 5 M2009G03 35 28,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 24/8/2009 98
B2226 BIO199 BM0234 220 7 F2009G03 42 27,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 24/8/2009 222
B2227 BIO199 BM020280 220 5 F2009G03 42 28,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 24/8/2009 85
B2228 TE1685 BR3447A 220 5 F2009G03 42 41,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 24/8/2009 117
B2229 BIO199 BM0978 220 6 F2009G03 42 29,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 24/8/2009 127
B2230 BIO199 BM0701 220 6 F2009G03 42 28,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 24/8/2009 124
B2231 BIO199 Z0336 220 4 F2009G03 42 27,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 24/8/2009 72
B2233 0 X1410A 220 4 F2009G03 42 30,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 24/8/2009 58
B2234 BIO199 BM0603 220 6 M2009G03 35 26,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 24/8/2009 127
B2235 BIO199 BM1126 220 5 F2009G03 42 27,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 24/8/2009 96
B2236 TE1685 BR2000 219 6 F2009G03 42 40,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 25/8/2009 135
B2237 BIO199 BM030061 219 5 F2009G03 42 34,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 25/8/2009 73
B2238 TE1685 BR031227 219 4 F2009G03 42 41,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 25/8/2009 71
B2239 TE1685 GO0435 219 5 M2009G03 35 40,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 25/8/2009 98
B2240 TE2037 X0168 219 5 M2009G03 35 40,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 25/8/2009 85
B2241 TE1685 BR2810 219 6 F2009G03 42 41,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 25/8/2009 124
B2242 TE1685 X0553 219 3 M2009G03 35 40,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 25/8/2009 44
B2243 TE1685 GO0446 219 5 M2009G03 35 39,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 25/8/2009 94
B2244 TE1685 BR1344 219 7 M2009G03 35 40,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 25/8/2009 145
B2245 BIO199 BM1676 219 5 M2009G03 35 34,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 25/8/2009 93
B2246 TE1685 BR1478 219 5 M2009G03 35 40,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 25/8/2009 98
B2247 TE1685 BR1073 219 7 F2009G03 42 42,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 25/8/2009 145
B2248 TE1931 AR040125 219 4 M2009G03 35 40,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 25/8/2009 58
B2250 KAP2376 BM040497 219 4 M2009G03 35 30,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 25/8/2009 58
B2251 TE1685 X0147 219 5 M2009G03 35 40,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 25/8/2009 83
B2252 TE1685 BM050111 219 4 F2009G03 42 39,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 25/8/2009 56
B2253 KAP2376 BM020196 219 5 M2009G03 35 31,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 25/8/2009 85
B2254 TE1685 497823 219 4 F2009G03 42 41,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 25/8/2009 72
B2255 KAP2376 Z0224 219 5 M2009G03 35 30,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 25/8/2009 95
B2256 TE2037 BR031041 219 4 F2009G03 42 39,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 25/8/2009 72
B2257 TE1685 X0271 218 4 M2009G03 35 42,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 26/8/2009 58
B2258 KAP2376 Z0246 218 4 F2009G03 42 39,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 26/8/2009 58
B2259 TE1685 X0464 218 5 F2009G03 42 46,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 26/8/2009 108
B2260 BIO199 BM1372 219 5 M2009G03 35 36,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 25/8/2009 95
B2261 TE1685 BR040829 218 4 M2009G03 35 40,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 26/8/2009 60
B2262 0 X0955 218 4 F2009G03 42 39,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 26/8/2009 50
B2263 KAP2376 BM0937 218 6 F2009G03 42 40,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 26/8/2009 122
B2264 TE1685 GO0414 218 5 M2009G03 35 45,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 26/8/2009 95
B2265 BIO199 BM0927 218 6 M2009G03 35 41,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 26/8/2009 127
B2266 TE2037 GO0480 218 5 M2009G03 35 44,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 26/8/2009 95
B2267 KAP2376 Z0257 218 5 M2009G03 35 42,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 26/8/2009 90
B2268 KAP2376 BM1664 218 5 M2009G03 35 39,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 26/8/2009 92
B2269 TE1931 X0075 218 5 F2009G03 42 47,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 26/8/2009 107
B2270 KAP2376 BM1514 218 5 F2009G03 42 41,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 26/8/2009 108
B2271 TE2648 X0018 218 5 F2009G03 42 46,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 26/8/2009 83
B2272 TE2037 BR031282 218 4 F2009G03 42 41,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 26/8/2009 71
B2273 TE2037 BR2211 218 6 M2009G03 35 43,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 26/8/2009 135
B2274 TE1931 BM050047 218 4 F2009G03 42 46,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 26/8/2009 56
B2275 TE2037 BR0460 218 5 F2009G03 42 40,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 26/8/2009 118
B2276 TE2037 BR031683 218 4 F2009G03 42 45,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 26/8/2009 70
B2277 BIO199 BM030040 218 5 M2009G03 35 39,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 26/8/2009 73
B2278 BIO199 BM020508 218 5 M2009G03 35 37,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 26/8/2009 84
B2279 TE1685 BR060213 218 3 F2009G03 42 42,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 26/8/2009 43
B2280 TE2037 X0001 218 5 F2009G03 42 45,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 26/8/2009 99
B2281 TE1685 BR040414 218 4 M2009G03 35 41,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 26/8/2009 60
B2282 TE2037 BR031921 218 4 M2009G03 35 46,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 26/8/2009 69
B2283 KAP2376 CT060032 218 3 F2009G03 42 43,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 26/8/2009 44
B2284 KAP2376 BM1313 218 5 F2009G03 42 39,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 26/8/2009 96
B2285 TE1685 BM1627 218 5 F2009G03 42 42,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 26/8/2009 92
B2286 TE1685 X0027 218 6 F2009G03 42 44,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 26/8/2009 134
B2287 BIO199 Z0486 218 5 M2009G03 35 41,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 26/8/2009 93
B2288 RMS50 X0366 218 3 M2009G03 35 40,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 26/8/2009 46
B2289 0 X0327 218 2 F2009G03 42 39,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 26/8/2009 33
B2290 BIO199 Z0546A 218 5 M2009G03 35 41,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 26/8/2009 99
B2291 0 040131C 309 4 F2009G03 42 46,00 137,41 0,00 0,00 0,00 0,00 F 2009 G03 FB 26/8/2009 58
B2292 TE1736 X0175 218 6 F2009G03 42 40,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 26/8/2009 132
B2293 TE2648 X0484 218 5 M2009G03 35 41,00 0,00 0,00 0,00 0,00 0,00 M 2009 G03 FB 26/8/2009 105
B2294 BIO199 BM1148 218 5 F2009G03 42 39,00 0,00 0,00 0,00 0,00 0,00 F 2009 G03 FB 26/8/2009 96
B2295 2628 BR040607 279 4 M2009G04 41 44,00 224,65 5,00 5,00 4,00 3,00 M 2009 G04 FB 26/8/2009 59
B2296 0 BR021097 278 5 F2009G04 38 42,00 178,73 4,00 4,00 3,00 1,00 F 2009 G04 FB 27/8/2009 83
B2297 BIO199 BM060063 278 3 F2009G04 38 39,00 168,17 4,00 4,00 3,00 2,00 F 2009 G04 FB 27/8/2009 44
B2298 BIO199 BM020051 308 5 F2009G04 38 40,00 135,80 0,00 0,00 0,00 0,00 F 2009 G04 FB 27/8/2009 87
B2299 BIO199 BM031063 278 4 M2009G04 41 38,00 179,26 4,00 3,00 3,00 0,00 M 2009 G04 FB 27/8/2009 69
B2300 BIO199 BM030388A 278 4 F2009G04 38 40,00 163,13 4,00 2,00 1,00 2,00 F 2009 G04 FB 27/8/2009 72
B2301 BIO199 BM040679 278 4 M2009G04 41 39,00 177,99 3,00 3,00 3,00 3,00 M 2009 G04 FB 27/8/2009 57
B2302 TE2648 BR3445 278 5 M2009G04 41 41,00 183,01 3,00 2,00 3,00 2,00 M 2009 G04 FB 27/8/2009 107
B2303 TE2037 BR020003 278 5 M2009G04 41 46,00 225,78 4,00 5,00 5,00 1,00 M 2009 G04 FB 27/8/2009 87
B2304 BIO199 BM030747 278 4 F2009G04 38 41,00 161,86 3,00 2,00 2,00 2,00 F 2009 G04 FB 27/8/2009 71
B2305 TE2037 BM0943 278 6 F2009G04 38 43,00 206,17 5,00 4,00 5,00 1,00 F 2009 G04 FB 27/8/2009 124
B2306 0 X1764 308 5 M2009G04 41 46,00 147,59 0,00 0,00 0,00 0,00 M 2009 G04 FB 27/8/2009 93
B2307 BIO199 Z0394 278 5 M2009G04 41 39,00 168,93 3,00 4,00 4,00 2,00 M 2009 G04 FB 27/8/2009 97
B2308 KAP2376 189 278 5 F2009G04 38 38,00 210,23 5,00 3,00 2,00 2,00 F 2009 G04 FB 27/8/2009 87
B2310 BIO199 CT7525 278 7 F2009G04 38 41,00 153,55 3,00 3,00 2,00 3,00 F 2009 G04 FB 27/8/2009 186
B2311 TE1685 X0076 278 5 F2009G04 38 40,00 179,75 4,00 5,00 5,00 1,00 F 2009 G04 FB 27/8/2009 98
B2312 TE2037 BR2239 278 6 M2009G04 41 46,00 163,84 3,00 3,00 2,00 1,00 M 2009 G04 FB 27/8/2009 134
B2313 TE1685 BR020849 278 5 F2009G04 38 43,00 175,95 3,00 4,00 3,00 1,00 F 2009 G04 FB 27/8/2009 84
B2314 BIO199 BM030067 278 5 M2009G04 41 40,00 174,46 3,00 2,00 2,00 3,00 M 2009 G04 FB 27/8/2009 73
B2315 TE1736 BR2247 278 6 M2009G04 41 41,00 204,17 4,00 4,00 2,00 2,00 M 2009 G04 FB 27/8/2009 133
B2316 KAP2376 BM0848 278 6 M2009G04 41 39,00 194,61 3,00 3,00 3,00 2,00 M 2009 G04 FB 27/8/2009 121
B2317 BIO199 BM1038 278 6 F2009G04 38 38,00 180,77 5,00 5,00 5,00 3,00 F 2009 G04 FB 27/8/2009 123
B2318 TE1685 BR3583 306 5 M2009G05 35 48,00 148,88 0,00 0,00 0,00 0,00 M 2009 G05 FB 29/8/2009 111
B2319 0 BR040167 306 4 M2009G05 35 43,00 147,31 0,00 0,00 0,00 0,00 M 2009 G05 FB 29/8/2009 61
B2320 0 BR040589 306 4 M2009G05 35 30,00 170,69 0,00 0,00 0,00 0,00 M 2009 G05 N_INFO 29/8/2009 59
B2321 TE1685 BR2886 306 7 M2009G05 35 45,00 147,94 0,00 0,00 0,00 0,00 M 2009 G05 FB 29/8/2009 158
B2322 TE1685 GO050617 306 3 F2009G05 41 43,00 137,36 0,00 0,00 0,00 0,00 F 2009 G05 FB 29/8/2009 47
B2323 0 BR041222 306 4 M2009G05 35 42,00 147,00 0,00 0,00 0,00 0,00 M 2009 G05 FB 29/8/2009 58
B2324 0 AR050141 306 3 M2009G05 35 46,00 148,25 0,00 0,00 0,00 0,00 M 2009 G05 FB 29/8/2009 47
B2325 0 40042 306 4 F2009G05 41 49,00 139,25 0,00 0,00 0,00 0,00 F 2009 G05 FB 29/8/2009 60
B2326 TE1685 BR0990 306 7 F2009G05 41 39,00 136,11 0,00 0,00 0,00 0,00 F 2009 G05 FB 29/8/2009 145
B2327 0 BR1029A 276 4 F2009G05 41 41,00 152,09 3,00 4,00 3,00 1,00 F 2009 G05 FB 29/8/2009 64
B2328 TE2037 BR030440 306 5 M2009G05 35 42,00 177,20 0,00 0,00 0,00 0,00 M 2009 G05 FB 29/8/2009 73
B2329 TE2037 X0895 306 4 F2009G05 41 43,00 137,36 0,00 0,00 0,00 0,00 F 2009 G05 FB 29/8/2009 58
B2330 0 BR1120 306 6 M2009G05 35 41,00 165,90 0,00 0,00 0,00 0,00 M 2009 G05 FB 29/8/2009 144
B2331 TE2037 BR051404 306 3 M2009G05 35 46,00 148,25 0,00 0,00 0,00 0,00 M 2009 G05 FB 29/8/2009 46
B2332 0 BR040279 260 4 F2009G05 41 44,00 197,46 5,00 5,00 5,00 1,00 F 2009 G05 FB 14/9/2009 61
B2333 TE1685 BR1973 290 6 M2009G05 35 40,00 152,24 0,00 0,00 0,00 0,00 M 2009 G05 FB 14/9/2009 135
B2334 TE1685 BR1067 290 7 M2009G05 35 41,00 170,62 0,00 0,00 0,00 0,00 M 2009 G05 FB 14/9/2009 149
B2335 0 BR050093 290 4 M2009G05 35 36,00 151,14 0,00 0,00 0,00 0,00 M 2009 G05 FB 14/9/2009 56
B2336 KAP2376 BR3450A 290 5 F2009G05 41 39,00 141,47 0,00 0,00 0,00 0,00 F 2009 G05 FB 14/9/2009 108
B2337 51122448 X0777 290 3 F2009G05 41 40,00 141,74 0,00 0,00 0,00 0,00 F 2009 G05 FB 14/9/2009 47
B2338 2630 GO040733 283 4 F2009G05 41 41,00 144,52 0,00 0,00 0,00 0,00 F 2009 G05 FB 21/9/2009 59
B2339 2630 496776N6 283 3 M2009G05 35 42,00 155,53 0,00 0,00 0,00 0,00 M 2009 G05 FB 21/9/2009 48
B2340 TE0636 BR040004 280 4 F2009G05 41 46,00 146,88 0,00 0,00 0,00 0,00 F 2009 G05 FB 24/9/2009 69
B2341 2630 BR1101 280 7 F2009G05 41 42,00 145,88 0,00 0,00 0,00 0,00 F 2009 G05 FB 24/9/2009 145
B2342 2630 BR1048 280 6 F2009G05 41 40,00 145,38 0,00 0,00 0,00 0,00 F 2009 G05 FB 24/9/2009 144
B2344 MC51120829 BR041270 280 4 M2009G05 35 46,00 157,75 0,00 0,00 0,00 0,00 M 2009 G05 FB 24/9/2009 58
B2345 2630 BR040889 280 4 F2009G05 41 41,00 145,63 0,00 0,00 0,00 0,00 F 2009 G05 FB 24/9/2009 59
B2346 2630 BR050455 280 4 F2009G05 41 42,00 145,88 0,00 0,00 0,00 0,00 F 2009 G05 FB 24/9/2009 49
B2347 E5777 BR040168 280 4 F2009G05 41 43,00 146,13 0,00 0,00 0,00 0,00 F 2009 G05 FB 24/9/2009 61
B2348 0 BR051270 280 3 M2009G05 35 48,00 158,25 0,00 0,00 0,00 0,00 M 2009 G05 FB 24/9/2009 47
B2350 E5777 BR041083 276 4 F2009G05 41 42,00 147,38 0,00 0,00 0,00 0,00 F 2009 G05 FB 28/9/2009 59
B2351 2630 BR041062 276 4 F2009G05 41 43,00 147,62 0,00 0,00 0,00 0,00 F 2009 G05 FB 28/9/2009 59
B2352 2630 KT060214 276 3 F2009G05 41 40,00 146,90 0,00 0,00 0,00 0,00 F 2009 G05 FB 28/9/2009 44
B2353 2630 BR0946A 276 5 F2009G05 41 45,00 148,10 0,00 0,00 0,00 0,00 F 2009 G05 FB 28/9/2009 119
B2354 121695 BR050714 276 3 F2009G05 41 42,00 147,38 0,00 0,00 0,00 0,00 F 2009 G05 FB 28/9/2009 48
B2355 0 BR040163 276 4 F2009G05 41 46,00 148,34 0,00 0,00 0,00 0,00 F 2009 G05 FB 28/9/2009 62
B2356 0 BR041180 276 4 F2009G05 41 40,00 146,90 0,00 0,00 0,00 0,00 F 2009 G05 FB 28/9/2009 59
B2357 2630 B3098 260 1 M2009G05 35 37,00 164,62 0,00 0,00 0,00 0,00 M 2009 G05 FB 14/10/2009 24
B2358 JAX705 BR050702 259 4 F2009G05 41 38,00 153,54 0,00 0,00 0,00 0,00 F 2009 G05 FB 15/10/2009 49
B2360 2630 BR060081 255 3 M2009G05 35 38,00 167,29 0,00 0,00 0,00 0,00 M 2009 G05 FB 19/10/2009 46
B2361 0 BR040271 255 4 M2009G05 35 35,00 166,76 0,00 0,00 0,00 0,00 M 2009 G05 FB 19/10/2009 62
B2362 0 BR040589 252 4 M2009G05 35 39,00 169,00 0,00 0,00 0,00 0,00 M 2009 G05 FB 22/10/2009 61
B2363 0 BR050481 252 4 F2009G05 41 35,00 156,25 0,00 0,00 0,00 0,00 F 2009 G05 FB 22/10/2009 50
B2364 E5777 BR050885 252 4 M2009G05 35 37,00 168,67 0,00 0,00 0,00 0,00 M 2009 G05 FB 22/10/2009 49
B2365 0 BR041012 252 4 F2009G05 41 33,00 155,92 0,00 0,00 0,00 0,00 F 2009 G05 FB 22/10/2009 60
B2366 0 BR040164 252 4 F2009G05 41 30,00 155,42 0,00 0,00 0,00 0,00 F 2009 G05 FB 22/10/2009 62
B2367 0 BR0617 252 7 M2009G05 35 34,00 168,17 0,00 0,00 0,00 0,00 M 2009 G05 FB 22/10/2009 172
B2368 0 40090 252 4 M2009G05 35 30,00 167,50 0,00 0,00 0,00 0,00 M 2009 G05 FB 22/10/2009 62
B2369 2630 40080 252 4 F2009G05 41 28,00 155,08 0,00 0,00 0,00 0,00 F 2009 G05 FB 22/10/2009 62
B2370 0 GO050043 252 4 M2009G05 35 29,00 167,33 0,00 0,00 0,00 0,00 M 2009 G05 FB 22/10/2009 56
B2371 2630 BR040896 252 4 M2009G05 35 28,00 167,17 0,00 0,00 0,00 0,00 M 2009 G05 FB 22/10/2009 60
B2372 2630 BR1266 252 7 M2009G05 35 32,00 167,83 0,00 0,00 0,00 0,00 M 2009 G05 FB 22/10/2009 148
B2373 0 BR1247 252 7 F2009G05 41 31,00 155,58 0,00 0,00 0,00 0,00 F 2009 G05 FB 22/10/2009 148
B2374 E5777 BR040967 252 4 M2009G05 35 34,00 168,17 0,00 0,00 0,00 0,00 M 2009 G05 FB 22/10/2009 60
B2375 2630 BR040338 252 4 M2009G05 35 30,00 167,50 0,00 0,00 0,00 0,00 M 2009 G05 FB 22/10/2009 62
B2376 2630 BR050871 252 4 F2009G05 41 27,00 154,92 0,00 0,00 0,00 0,00 F 2009 G05 FB 22/10/2009 49
B2377 2630 BR3280 252 5 F2009G05 41 27,00 154,92 0,00 0,00 0,00 0,00 F 2009 G05 FB 22/10/2009 106
B2378 2630 BR1377 252 7 M2009G05 35 30,00 167,50 0,00 0,00 0,00 0,00 M 2009 G05 FB 22/10/2009 146
B2379 2630 BR041262 252 4 F2009G05 41 28,00 155,08 0,00 0,00 0,00 0,00 F 2009 G05 FB 22/10/2009 59
B2380 2630 BR1406 252 7 F2009G05 41 29,00 155,25 0,00 0,00 0,00 0,00 F 2009 G05 FB 22/10/2009 147
B2381 E5777 X2027 252 4 F2009G05 41 29,00 155,25 0,00 0,00 0,00 0,00 F 2009 G05 FB 22/10/2009 53
B2382 0 BR1370 252 7 M2009G05 35 30,00 167,50 0,00 0,00 0,00 0,00 M 2009 G05 FB 22/10/2009 147
B2383 0 BR1405 252 7 F2009G05 41 26,00 154,75 0,00 0,00 0,00 0,00 F 2009 G05 FB 22/10/2009 148
B2384 2630 BR041224A 252 4 F2009G05 41 31,00 155,58 0,00 0,00 0,00 0,00 F 2009 G05 FB 22/10/2009 59
B2385 RMS51 BR0383 252 7 F2009G05 41 27,00 154,92 0,00 0,00 0,00 0,00 F 2009 G05 FB 22/10/2009 169
B2386 E5777 BR0350 252 7 M2009G05 35 32,00 167,83 0,00 0,00 0,00 0,00 M 2009 G05 FB 22/10/2009 174
B2387 E5777 BR041282 252 4 F2009G05 41 31,00 155,58 0,00 0,00 0,00 0,00 F 2009 G05 FB 22/10/2009 59
B2388 2630 BR051359 252 3 M2009G05 35 33,00 168,00 0,00 0,00 0,00 0,00 M 2009 G05 FB 22/10/2009 48
B2389 0 BR1284 252 7 M2009G05 35 34,00 168,17 0,00 0,00 0,00 0,00 M 2009 G05 FB 22/10/2009 146
B2390 2630 40102 252 4 M2009G05 35 31,00 167,67 0,00 0,00 0,00 0,00 M 2009 G05 FB 22/10/2009 61
B2391 0 BR050874 252 4 M2009G05 35 29,00 167,33 0,00 0,00 0,00 0,00 M 2009 G05 FB 22/10/2009 49
B2393 0 BR050511 252 4 F2009G05 41 32,00 155,75 0,00 0,00 0,00 0,00 F 2009 G05 FB 22/10/2009 50
B2394 0 BR050806 252 4 M2009G05 35 31,00 167,67 0,00 0,00 0,00 0,00 M 2009 G05 FB 22/10/2009 49
B2395 0 BR040915 252 4 F2009G05 41 31,00 155,58 0,00 0,00 0,00 0,00 F 2009 G05 FB 22/10/2009 60
B2396 2630 BR041377 252 4 F2009G05 41 30,00 155,42 0,00 0,00 0,00 0,00 F 2009 G05 FB 22/10/2009 59
B2397 0 BR051209 252 3 F2009G05 41 27,00 154,92 0,00 0,00 0,00 0,00 F 2009 G05 FB 22/10/2009 48
B2398 KAP2376 KAP1344 275 4 F2009G06 43 39,00 174,16 4,00 2,00 3,00 1,00 F 2009 G06 FB 31/8/2009 57
B2399 KAP2376 BM030811 275 4 M2009G06 28 40,00 198,84 5,00 5,00 5,00 3,00 M 2009 G06 FB 31/8/2009 71
B2400 KAPBNEPR200901 Z0071 275 2 F2009G06 43 38,00 166,29 2,00 3,00 4,00 2,00 F 2009 G06 FB 31/8/2009 32
B2401 KAP2376 BM060671 275 2 M2009G06 28 39,00 195,55 4,00 4,00 4,00 3,00 M 2009 G06 FB 31/8/2009 35
B2402 KAP2376 Z0052 275 2 F2009G06 43 37,00 162,24 4,00 3,00 3,00 2,00 F 2009 G06 FB 31/8/2009 35
B2403 KAP2376 BM070077 275 2 F2009G06 43 38,00 155,60 3,00 2,00 2,00 1,00 F 2009 G06 FB 31/8/2009 32
B2404 KAP2376 BM060573 275 2 F2009G06 43 0,00 124,47 3,00 2,00 2,00 3,00 F 2009 G06 FB 31/8/2009 36
B2405 0 BR060146 275 3 F2009G06 43 40,00 153,78 3,00 2,00 2,00 3,00 F 2009 G06 FB 31/8/2009 44
B2407 KAP2376 BM060561 264 2 F2009G06 43 34,00 174,80 4,00 3,00 4,00 2,00 F 2009 G06 FB 11/9/2009 36
B2408 KAP2376 KAPL0665 264 4 F2009G06 43 35,00 186,93 5,00 5,00 5,00 2,00 F 2009 G06 FB 11/9/2009 57
B2409 KAPBNEPR200901 BM060718 264 2 F2009G06 43 32,00 156,89 3,00 4,00 4,00 2,00 F 2009 G06 FB 11/9/2009 35
B2410 RMS51 BR060279 264 3 F2009G06 43 34,00 166,84 2,00 1,00 1,00 1,00 F 2009 G06 FB 11/9/2009 37
B2411 BIO199 BM050556 264 3 F2009G06 43 31,00 151,11 3,00 3,00 3,00 3,00 F 2009 G06 FB 11/9/2009 46
B2412 BIO199 BM050334 264 3 F2009G06 43 31,00 159,07 2,00 3,00 3,00 3,00 F 2009 G06 FB 11/9/2009 48
B2413 KAP2376 BM060436 264 3 F2009G06 43 30,00 141,36 5,00 3,00 2,00 2,00 F 2009 G06 FB 11/9/2009 37
B2414 2628 GO050347 264 4 F2009G06 43 41,00 186,57 4,00 4,00 4,00 2,00 F 2009 G06 FB 11/9/2009 49
B2415 KAPBNEPR200901 Z0074 264 2 F2009G06 43 31,00 148,73 3,00 3,00 3,00 3,00 F 2009 G06 FB 11/9/2009 36
B2416 0 BR060777 264 2 F2009G06 43 30,00 131,82 3,00 2,00 1,00 2,00 F 2009 G06 FB 11/9/2009 36
B2417 RMS50 Z0117 264 5 F2009G06 43 31,00 175,77 5,00 5,00 5,00 2,00 F 2009 G06 FB 11/9/2009 99
B2418 JGAL1145 KT060411 264 2 M2009G06 28 32,00 177,57 4,00 3,00 4,00 2,00 M 2009 G06 FB 11/9/2009 34
B2419 0 KAP2181 264 2 F2009G06 43 30,00 147,73 2,00 3,00 2,00 2,00 F 2009 G06 FB 11/9/2009 35
B2420 KAPBMRPR200913 BR060417 258 3 F2009G06 43 30,00 139,07 2,00 1,00 1,00 2,00 F 2009 G06 FB 17/9/2009 37
B2421 KAPBMRPR200913 KT060263 258 3 F2009G06 43 32,00 144,33 3,00 2,00 3,00 2,00 F 2009 G06 FB 17/9/2009 37
B2423 MC51120829 BR4152 256 5 F2009G06 43 38,00 175,81 4,00 3,00 3,00 1,00 F 2009 G06 FB 19/9/2009 109
B2424 TE0636 BR050255 252 4 F2009G06 43 37,00 178,67 5,00 5,00 5,00 1,00 F 2009 G06 FB 23/9/2009 50
B2425 E5777 496849 252 4 F2009G06 43 30,00 154,17 3,00 3,00 3,00 2,00 F 2009 G06 FB 23/9/2009 50
B2426 KAP2376 BM030307 250 5 M2009G06 28 31,00 190,60 4,00 5,00 5,00 2,00 M 2009 G06 FB 25/9/2009 73
B2427 MC51120829 X1734 250 4 F2009G06 43 39,00 196,08 3,00 5,00 5,00 1,00 F 2009 G06 FB 25/9/2009 49
B2428 KAPBNEPR200905 BR040644 250 4 M2009G06 28 37,00 180,64 4,00 4,00 3,00 2,00 M 2009 G06 FB 25/9/2009 60
B2429 JGAL1145 KT060277 250 3 M2009G06 28 36,00 198,12 5,00 5,00 5,00 1,00 M 2009 G06 FB 25/9/2009 41
B2430 KAPBNEPR200901 BM060788 250 2 M2009G06 28 30,00 172,80 3,00 3,00 4,00 2,00 M 2009 G06 FB 25/9/2009 34
B2432 KAPBNEPR200909 X0033 245 3 M2009G06 28 38,00 182,86 3,00 3,00 3,00 3,00 M 2009 G06 FB 30/9/2009 38
